HomePlanet,CryoSleep,Destination,Age,VIP,Cabin_ID_1,Cabin_ID_2,Cabin_ID_3,GroupRank,GroupSize,RoomService_Cat,FoodCourt_Cat,ShoppingMall_Cat,Spa_Cat,VRDeck_Cat,EssentialSpendingCat,NonEssentialSpendingCat,Transported
2.0,1,0.0,29.0,0,13,472,3,1,1,0,1,0,0,0,1,0,1
1.0,0,0.0,21.0,0,13,453,4,1,1,2,0,1,3,0,0,2,0
2.0,0,0.0,16.0,0,12,137,3,1,1,0,0,0,0,0,0,0,0
0.0,1,2.0,45.0,0,8,30,4,1,2,0,0,0,0,0,0,0,1
0.0,0,0.0,44.0,1,8,30,4,2,2,3,3,1,3,3,3,2,0
1.0,1,2.0,27.0,0,14,376,3,1,2,0,0,0,0,0,0,0,1
1.0,0,0.0,26.0,0,13,474,3,2,2,1,0,0,3,0,0,2,0
2.0,0,0.0,46.0,0,13,475,3,1,1,3,0,2,0,0,0,2,0
1.0,0,1.0,24.0,0,13,454,4,1,1,0,0,3,0,0,0,3,0
1.0,0,0.0,15.0,0,13,455,4,1,1,0,2,0,0,0,2,0,1
1.0,1,1.0,53.0,0,14,378,4,1,1,0,1,0,0,0,1,0,0
1.0,0,2.0,28.0,0,13,477,3,1,7,2,1,0,0,0,1,2,0
1.0,1,0.0,11.0,0,14,377,3,2,7,0,0,0,0,0,0,0,1
1.0,1,0.0,7.0,0,14,377,3,3,7,0,0,0,0,0,0,0,0
1.0,1,1.0,0.0,0,14,377,3,4,7,0,0,0,0,0,0,0,1
1.0,1,2.0,15.0,0,14,377,3,5,7,0,0,0,0,0,0,0,1
1.0,0,2.0,31.0,0,14,377,3,6,7,1,1,1,3,0,1,2,0
1.0,0,0.0,9.0,0,14,377,3,7,7,1,0,0,0,0,0,1,0
0.0,0,2.0,44.0,1,11,78,4,1,1,0,3,2,3,3,3,3,0
1.0,0,0.0,35.0,0,14,379,4,1,1,0,2,0,0,2,2,2,0
1.0,0,0.0,30.0,0,14,380,4,1,2,1,3,2,1,0,3,1,1
1.0,0,2.0,13.0,0,13,457,4,2,2,3,0,0,0,0,0,3,0
2.0,0,0.0,45.0,1,11,80,4,1,3,3,1,0,1,0,1,2,0
2.0,1,0.0,4.0,0,11,80,4,2,3,0,1,0,0,0,1,0,1
2.0,1,0.0,21.0,0,11,80,4,3,3,0,1,0,0,0,1,0,1
1.0,0,0.0,20.0,0,12,139,3,1,1,0,2,3,2,0,2,2,0
1.0,1,0.0,24.0,0,14,379,3,1,1,0,0,0,0,0,0,0,1
1.0,1,1.0,3.0,0,14,380,3,1,2,0,0,0,0,0,0,0,0
1.0,0,1.0,29.0,0,13,481,3,2,2,0,0,3,0,0,0,3,1
0.0,0,0.0,28.0,0,10,85,4,1,1,3,3,1,1,2,3,2,1
1.0,0,0.0,44.0,0,14,381,3,1,1,0,1,1,3,1,1,2,1
0.0,1,0.0,50.0,0,11,71,3,1,1,0,0,1,0,0,0,1,1
2.0,1,0.0,35.0,0,13,482,3,1,1,0,0,0,0,0,0,0,0
1.0,0,0.0,19.0,0,13,483,3,1,1,0,0,1,3,0,0,2,0
2.0,0,0.0,22.0,0,12,141,3,1,1,2,0,2,0,2,0,2,0
1.0,0,0.0,30.0,0,13,484,3,1,1,1,0,3,0,1,0,2,0
0.0,0,0.0,36.0,0,11,81,4,1,1,0,3,0,3,2,3,2,0
2.0,0,0.0,20.0,0,12,166,4,1,1,2,0,3,0,0,0,2,1
1.0,0,2.0,22.0,0,14,383,3,1,1,0,0,3,2,0,0,2,1
1.0,0,2.0,22.0,0,13,459,4,1,1,0,1,0,0,3,1,3,0
0.0,1,1.0,32.0,0,10,83,3,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,35.0,0,13,487,3,1,1,2,0,3,0,0,0,2,0
1.0,0,2.0,41.0,0,13,488,3,1,1,0,1,0,3,0,1,3,0
1.0,1,0.0,57.0,0,14,383,4,1,7,0,0,0,0,0,0,0,0
1.0,1,1.0,3.0,0,14,383,4,2,7,0,0,0,0,0,0,0,0
1.0,0,2.0,11.0,0,14,383,4,3,7,0,0,0,0,0,0,0,1
1.0,0,0.0,4.0,0,14,383,4,4,7,0,0,0,0,0,0,0,1
1.0,1,0.0,17.0,0,14,383,4,5,7,0,0,0,1,0,0,1,0
1.0,0,0.0,30.0,0,14,383,4,6,7,0,0,0,0,0,0,0,0
1.0,1,0.0,11.0,0,1,376,0,7,7,0,0,0,0,0,0,0,1
2.0,0,0.0,23.0,0,13,461,4,1,1,3,0,2,0,1,0,2,0
1.0,0,0.0,58.0,0,12,142,3,1,1,1,2,0,3,2,2,2,1
1.0,0,0.0,22.0,0,14,384,4,1,1,0,1,0,3,0,1,3,0
1.0,0,0.0,24.0,0,14,385,3,1,1,0,0,1,1,3,0,2,0
1.0,0,0.0,20.0,0,12,143,3,1,1,3,1,0,1,0,1,2,0
1.0,1,0.0,37.0,0,14,386,3,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,49.0,0,14,387,3,1,1,3,1,0,0,1,1,2,0
1.0,0,0.0,46.0,0,12,168,4,1,2,0,2,0,2,3,2,2,0
1.0,0,0.0,30.0,0,14,386,4,2,2,3,0,1,0,0,0,2,0
1.0,0,2.0,36.0,0,14,387,4,1,1,0,3,0,0,0,3,0,0
1.0,0,0.0,21.0,0,13,490,3,1,1,0,2,1,0,1,2,1,0
2.0,0,0.0,25.0,1,12,169,4,1,1,3,0,2,0,0,0,2,0
1.0,1,1.0,42.0,0,14,388,3,1,1,0,0,0,0,0,0,0,1
1.0,1,0.0,13.0,0,14,389,3,1,1,0,0,1,0,0,0,1,0
1.0,0,1.0,25.0,0,14,388,4,1,1,1,0,0,3,0,0,2,0
0.0,0,0.0,29.0,0,10,86,4,1,4,0,2,1,3,3,2,2,0
0.0,1,0.0,17.0,0,10,86,4,2,4,0,0,0,0,0,0,0,1
0.0,0,2.0,36.0,0,10,86,4,3,4,3,3,2,1,3,3,2,1
1.0,1,0.0,44.0,0,10,86,4,4,4,0,0,0,0,0,0,0,1
2.0,1,0.0,18.0,0,13,465,4,1,1,0,0,0,0,0,0,0,1
1.0,0,2.0,22.0,0,13,492,3,1,2,2,2,0,0,1,2,2,0
1.0,1,0.0,22.0,0,14,390,3,2,2,0,0,0,0,0,0,0,1
1.0,1,0.0,43.0,0,14,391,3,1,1,0,0,1,0,0,0,1,1
1.0,0,0.0,29.0,0,13,493,3,1,1,1,3,1,1,0,3,1,1
1.0,1,0.0,24.0,0,14,392,3,1,1,0,0,0,0,0,0,0,1
1.0,1,1.0,18.0,0,14,390,4,1,1,0,0,0,0,0,0,0,1
0.0,0,0.0,42.0,0,15,1,3,1,1,0,3,1,3,3,3,2,0
1.0,0,0.0,43.0,0,14,391,4,1,1,1,0,3,0,3,0,2,0
1.0,0,0.0,32.0,0,14,393,3,1,1,1,1,0,3,1,1,2,0
1.0,1,0.0,15.0,0,14,394,3,1,1,0,0,0,0,0,0,0,1
2.0,0,0.0,22.0,0,12,145,3,1,1,0,0,0,0,0,0,0,1
1.0,1,0.0,20.0,0,14,395,3,1,1,0,0,0,0,0,0,0,0
1.0,0,0.0,34.0,0,14,393,4,1,1,1,2,3,0,0,2,2,1
2.0,1,0.0,70.0,0,13,466,4,1,2,0,0,0,0,0,0,0,1
2.0,1,0.0,18.0,0,13,466,4,2,2,0,0,0,0,0,0,0,1
0.0,1,0.0,26.0,0,9,94,4,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,17.0,0,13,497,3,1,1,2,1,2,0,2,1,2,0
1.0,0,0.0,13.0,0,13,498,3,1,1,0,1,0,2,2,1,2,0
1.0,0,0.0,19.0,0,13,499,3,1,1,0,0,2,1,0,0,2,0
0.0,1,0.0,32.0,0,10,84,3,1,1,0,0,0,1,0,0,1,1
1.0,0,0.0,33.0,0,13,467,4,1,1,1,0,1,0,3,0,2,0
1.0,0,0.0,21.0,0,13,501,3,1,1,3,0,0,1,1,0,2,0
2.0,1,0.0,23.0,0,13,503,3,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,24.0,0,13,504,3,1,1,2,2,1,0,0,2,2,1
1.0,0,2.0,17.0,0,13,468,4,1,1,0,1,2,0,2,1,2,0
2.0,1,0.0,34.0,0,13,505,3,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,31.0,0,11,72,3,1,1,3,2,2,0,0,2,2,0
1.0,0,2.0,43.0,0,13,506,3,1,1,1,2,1,2,1,2,1,0
1.0,0,1.0,43.0,0,12,170,4,1,1,2,1,1,2,2,1,2,0
1.0,0,0.0,33.0,0,13,507,3,1,1,0,0,3,0,2,0,2,1
2.0,1,0.0,28.0,0,13,508,3,1,3,0,0,0,0,0,0,0,1
2.0,1,0.0,27.0,0,12,146,3,2,3,0,0,0,0,0,0,0,0
2.0,1,0.0,7.0,0,13,508,3,3,3,0,0,0,0,0,0,0,1
1.0,1,1.0,16.0,0,14,395,4,1,1,0,0,0,0,0,0,0,0
1.0,0,2.0,42.0,0,13,470,4,1,1,2,1,1,2,1,1,2,0
2.0,1,0.0,27.0,0,12,147,3,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,19.0,0,13,510,3,1,1,0,0,0,2,3,0,2,0
2.0,0,0.0,42.0,0,13,471,4,1,1,2,0,3,0,2,0,2,0
1.0,1,1.0,13.0,0,14,399,3,1,1,0,0,0,0,0,0,0,0
1.0,1,0.0,16.0,0,14,400,3,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,21.0,0,13,511,3,1,1,1,1,3,0,0,1,2,1
1.0,1,1.0,28.0,0,14,402,3,1,1,0,0,0,0,0,0,0,1
1.0,1,0.0,69.0,0,14,396,4,1,1,0,0,0,0,0,0,0,0
1.0,1,1.0,15.0,0,14,397,4,1,1,0,0,0,0,0,0,0,0
1.0,0,0.0,48.0,0,12,171,4,1,1,1,0,1,1,0,0,1,0
1.0,0,0.0,42.0,0,13,472,4,1,1,1,1,2,3,0,1,2,0
2.0,0,0.0,42.0,0,11,83,4,1,1,3,0,1,0,1,0,2,0
1.0,0,0.0,23.0,0,14,398,4,1,2,2,0,0,2,0,0,2,0
1.0,0,0.0,26.0,0,14,398,4,2,2,0,1,0,2,1,1,2,0
1.0,0,0.0,45.0,0,14,403,3,1,1,0,0,2,2,2,0,2,0
1.0,0,0.0,30.0,0,12,173,4,1,1,3,1,1,0,0,1,2,0
2.0,1,0.0,36.0,0,13,475,4,1,1,0,0,1,0,0,0,1,1
0.0,0,0.0,29.0,0,10,85,3,1,1,0,1,0,3,3,1,3,0
1.0,0,0.0,35.0,0,13,512,3,1,1,0,0,1,0,3,0,2,0
0.0,1,0.0,21.0,0,10,86,3,1,2,0,1,0,0,0,1,0,1
0.0,1,2.0,50.0,0,10,86,3,2,2,0,0,0,0,0,0,0,1
1.0,1,0.0,52.0,0,14,404,3,1,1,0,0,0,0,0,0,0,0
1.0,1,1.0,21.0,0,3,394,1,1,1,0,0,0,0,0,0,0,0
1.0,0,2.0,41.0,0,13,476,4,1,1,3,0,0,0,1,0,2,0
1.0,0,2.0,35.0,0,13,477,4,1,1,3,2,0,0,0,2,3,0
1.0,0,0.0,26.0,0,13,513,3,1,2,2,2,1,0,1,2,1,0
1.0,0,0.0,17.0,0,13,513,3,2,2,2,2,2,0,3,2,2,0
2.0,0,0.0,69.0,0,11,85,4,1,1,3,0,2,0,2,0,2,0
0.0,1,0.0,27.0,0,9,72,3,1,1,0,0,0,0,0,0,0,1
1.0,0,1.0,25.0,0,14,401,4,1,1,1,3,3,0,3,3,2,0
2.0,1,0.0,27.0,0,13,480,4,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,25.0,0,13,481,4,1,1,1,0,0,3,0,0,2,0
1.0,0,2.0,36.0,0,1,475,0,1,1,0,0,0,1,2,0,2,0
1.0,0,0.0,14.0,0,12,176,4,1,1,2,0,1,3,0,0,2,0
0.0,1,2.0,27.0,0,10,89,4,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,22.0,0,14,403,4,1,1,2,1,0,3,2,1,2,0
1.0,0,0.0,24.0,0,14,404,4,1,1,3,1,1,0,1,1,2,0
2.0,0,0.0,29.0,0,13,516,3,1,2,2,0,3,2,0,0,2,0
2.0,0,0.0,4.0,0,13,516,3,2,2,0,0,0,0,0,0,0,1
1.0,0,0.0,19.0,0,12,149,3,1,2,0,1,2,2,1,1,2,0
1.0,0,0.0,19.0,0,12,149,3,2,2,0,1,1,2,2,1,2,0
1.0,0,2.0,38.0,0,8,19,3,1,3,0,3,1,3,1,3,2,0
0.0,1,2.0,39.0,0,8,19,3,2,3,0,0,0,0,0,0,0,1
0.0,0,2.0,23.0,0,8,19,3,3,3,1,3,0,2,3,3,2,0
0.0,1,2.0,57.0,0,11,86,4,1,2,0,1,0,0,0,1,0,1
0.0,1,0.0,18.0,0,11,86,4,2,2,0,0,0,0,0,0,0,1
1.0,0,0.0,43.0,0,13,483,4,1,1,0,1,3,0,0,1,3,0
2.0,0,0.0,28.0,0,13,517,3,1,1,1,0,3,2,0,0,2,1
0.0,0,2.0,33.0,0,10,91,4,1,2,0,3,0,3,3,3,3,0
0.0,1,2.0,37.0,0,10,91,4,2,2,0,0,0,0,0,0,0,1
1.0,0,0.0,28.0,0,3,84,1,1,1,0,1,0,3,0,1,3,0
0.0,0,2.0,28.0,1,9,96,4,1,2,1,3,0,2,3,3,2,0
0.0,1,2.0,18.0,0,9,96,4,2,2,0,0,0,0,0,0,0,1
1.0,0,2.0,29.0,0,14,406,3,1,1,1,1,0,2,2,1,2,0
0.0,1,0.0,29.0,0,10,87,3,1,2,0,0,0,0,0,0,0,1
0.0,1,2.0,28.0,0,10,87,3,2,2,0,0,0,0,0,0,0,1
1.0,0,0.0,24.0,0,13,485,4,1,1,2,2,2,0,0,2,2,1
0.0,0,0.0,59.0,0,10,88,3,1,1,0,3,0,2,3,3,2,0
2.0,1,0.0,43.0,0,12,151,3,1,1,0,0,0,0,0,0,0,0
2.0,1,0.0,20.0,0,13,520,3,1,1,0,0,0,0,0,0,0,1
0.0,1,2.0,23.0,0,9,73,3,1,1,0,0,1,0,0,0,1,1
0.0,1,2.0,27.0,0,11,74,3,1,1,0,0,0,1,0,0,1,1
0.0,1,2.0,38.0,0,9,74,3,1,1,0,0,0,0,0,0,0,1
1.0,1,1.0,38.0,0,14,405,4,1,1,0,0,0,0,0,0,0,1
2.0,0,0.0,48.0,0,13,487,4,1,1,2,2,2,0,0,2,2,1
2.0,0,0.0,25.0,0,13,488,4,1,1,3,1,2,1,0,1,2,0
1.0,1,1.0,25.0,0,14,407,3,1,1,0,0,0,0,0,0,0,1
2.0,0,0.0,24.0,0,13,489,4,1,2,3,1,3,0,0,1,3,0
2.0,1,0.0,69.0,0,13,489,4,2,2,0,0,0,0,0,0,0,1
0.0,0,2.0,20.0,0,9,75,3,1,2,0,2,0,1,3,2,2,0
0.0,1,2.0,18.0,0,9,75,3,2,2,0,0,0,0,0,0,0,1
1.0,1,0.0,28.0,0,14,409,3,1,1,0,0,0,0,0,0,0,0
1.0,0,1.0,23.0,0,12,152,3,1,1,0,1,2,1,2,1,2,1
2.0,0,0.0,24.0,0,12,177,4,1,1,2,0,2,0,2,0,2,0
0.0,0,1.0,44.0,0,9,77,3,1,1,0,3,2,3,3,3,3,0
2.0,0,0.0,29.0,0,12,153,3,1,1,3,0,1,2,1,0,2,0
0.0,0,2.0,6.0,0,9,97,4,1,2,0,0,0,0,0,0,0,1
0.0,0,0.0,42.0,0,9,97,4,2,2,1,3,0,3,1,3,2,0
1.0,1,2.0,78.0,0,14,410,3,1,1,0,0,0,0,0,0,0,0
1.0,0,0.0,36.0,0,13,491,4,1,1,2,2,1,0,2,2,2,0
0.0,0,2.0,37.0,0,1,483,1,1,2,0,1,0,3,3,1,3,0
0.0,0,2.0,41.0,0,8,20,3,2,2,0,3,1,3,3,3,2,1
1.0,0,0.0,18.0,0,14,407,4,1,1,3,1,0,1,0,1,2,0
2.0,0,0.0,62.0,0,13,522,3,1,3,3,0,1,1,1,0,2,0
2.0,0,0.0,0.0,0,13,522,3,2,3,0,0,0,0,0,0,0,1
2.0,0,0.0,55.0,0,13,522,3,3,3,3,0,1,1,0,0,2,0
1.0,1,0.0,16.0,0,14,411,3,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,32.0,0,13,523,3,1,1,2,2,1,1,2,2,2,0
1.0,0,0.0,19.0,0,13,492,4,1,3,0,3,1,0,0,3,1,1
1.0,0,2.0,7.0,0,14,408,4,2,3,0,0,0,0,1,0,1,1
1.0,0,2.0,4.0,0,14,408,4,3,3,0,0,0,0,0,0,0,1
0.0,1,0.0,30.0,0,11,87,4,1,1,0,0,0,0,0,0,0,1
0.0,1,2.0,24.0,0,9,78,3,1,2,0,0,0,0,0,0,0,1
0.0,1,0.0,34.0,0,9,78,3,2,2,0,0,0,0,0,0,0,1
0.0,1,0.0,30.0,0,10,92,4,1,1,0,0,0,0,0,0,0,1
2.0,0,0.0,3.0,0,13,525,3,1,4,0,0,0,0,0,0,0,1
2.0,0,0.0,32.0,0,13,525,3,2,4,0,0,0,0,0,0,0,1
2.0,0,0.0,55.0,0,13,525,3,3,4,2,0,3,0,0,0,2,1
2.0,1,0.0,0.0,0,13,525,3,4,4,0,0,0,0,0,0,0,1
0.0,0,0.0,51.0,0,5,522,1,1,1,0,3,0,3,1,3,2,0
1.0,1,1.0,0.0,0,14,412,3,1,3,0,0,0,0,0,0,0,1
1.0,0,0.0,21.0,0,14,412,3,2,3,3,0,0,1,0,0,2,0
1.0,0,0.0,2.0,0,14,412,3,3,3,0,0,0,0,0,0,0,0
1.0,0,0.0,19.0,0,12,178,4,1,1,2,1,0,2,1,1,2,0
2.0,1,0.0,24.0,0,13,526,3,1,2,0,0,0,0,0,0,0,1
2.0,0,0.0,20.0,0,13,526,3,2,2,3,0,2,0,0,0,2,0
0.0,0,0.0,42.0,0,12,179,4,1,1,1,3,0,2,1,3,1,1
2.0,1,0.0,17.0,0,13,527,3,1,2,0,0,0,0,0,0,0,1
2.0,0,0.0,32.0,0,12,155,3,2,2,2,0,2,0,3,0,2,0
1.0,0,0.0,28.0,0,14,414,3,1,1,2,1,3,0,2,1,2,1
0.0,1,2.0,21.0,0,10,93,4,1,2,0,0,0,0,0,0,0,1
0.0,1,2.0,56.0,1,10,93,4,2,2,0,0,0,0,0,0,0,1
0.0,1,2.0,28.0,0,10,90,3,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,42.0,0,13,496,4,1,1,1,2,1,0,2,2,1,0
1.0,0,0.0,18.0,0,13,498,4,1,1,3,0,0,3,2,0,3,0
1.0,0,0.0,24.0,0,14,412,4,1,1,1,2,0,1,0,2,1,0
1.0,0,0.0,20.0,0,12,156,3,1,2,2,1,1,0,2,1,2,0
1.0,0,0.0,22.0,0,13,531,3,2,2,1,0,0,0,3,0,2,0
1.0,0,0.0,22.0,0,14,415,3,1,1,2,0,1,3,0,0,2,0
1.0,0,1.0,21.0,0,14,417,3,1,1,0,0,1,0,0,0,1,0
1.0,0,0.0,28.0,0,14,419,3,1,1,1,2,3,0,0,2,2,1
0.0,1,0.0,26.0,0,10,91,3,1,5,0,0,0,0,0,0,0,1
0.0,1,2.0,50.0,0,10,91,3,2,5,0,0,0,0,0,0,0,1
0.0,0,0.0,26.0,0,10,91,3,3,5,0,3,0,3,2,3,2,0
0.0,0,0.0,30.0,1,10,91,3,4,5,0,2,0,3,3,2,3,0
0.0,1,0.0,29.0,0,10,91,3,5,5,0,0,0,0,0,0,0,1
1.0,0,0.0,8.0,0,14,420,3,1,3,0,0,0,0,0,0,0,0
1.0,0,0.0,45.0,0,14,420,3,2,3,2,2,2,0,0,2,2,0
1.0,1,1.0,35.0,0,14,420,3,3,3,0,0,0,0,0,0,0,1
1.0,0,1.0,18.0,0,13,499,4,1,2,1,2,0,2,1,2,1,0
1.0,0,0.0,23.0,0,14,413,4,2,2,0,2,0,2,2,2,2,0
2.0,0,0.0,29.0,1,11,75,3,1,2,3,0,0,1,0,0,2,0
2.0,0,0.0,18.0,0,11,75,3,2,2,3,1,3,0,0,1,3,0
1.0,0,0.0,28.0,0,14,421,3,1,1,3,1,1,0,1,1,2,0
0.0,1,0.0,34.0,0,9,98,4,1,1,0,0,0,0,0,0,0,1
2.0,0,2.0,0.0,0,13,533,3,1,4,0,0,0,0,0,0,0,1
2.0,0,0.0,4.0,0,13,533,3,2,4,0,0,0,0,0,0,0,1
2.0,0,0.0,28.0,0,11,76,3,3,4,3,1,0,1,1,1,2,0
2.0,0,0.0,8.0,0,13,533,3,4,4,0,0,0,0,0,0,0,1
2.0,0,0.0,20.0,0,11,77,3,1,2,1,0,3,3,0,0,2,0
2.0,1,0.0,20.0,0,13,534,3,2,2,0,0,0,0,0,0,0,1
2.0,1,0.0,25.0,0,13,500,4,1,2,0,0,0,0,0,0,0,1
1.0,0,2.0,31.0,0,13,500,4,2,2,3,1,3,0,3,1,3,0
2.0,0,0.0,37.0,0,13,535,3,1,1,1,0,3,0,3,0,2,0
1.0,1,0.0,21.0,0,3,525,1,1,1,0,0,0,0,0,0,0,0
2.0,1,0.0,24.0,0,13,536,3,1,1,0,0,0,0,0,0,0,1
2.0,1,0.0,34.0,0,12,158,3,1,3,0,0,0,0,0,0,0,0
2.0,0,2.0,0.0,0,12,158,3,2,3,0,0,0,0,0,0,0,1
2.0,1,0.0,25.0,0,12,158,3,3,3,0,0,0,0,0,0,0,0
2.0,1,2.0,43.0,0,11,88,4,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,29.0,0,13,537,3,1,2,3,0,0,0,1,0,2,0
1.0,0,0.0,45.0,0,13,537,3,2,2,1,1,3,2,1,1,2,0
0.0,1,0.0,63.0,0,9,99,4,1,4,0,0,0,0,0,0,0,1
0.0,1,0.0,17.0,0,9,99,4,2,4,0,0,0,0,0,0,0,1
0.0,0,2.0,35.0,0,9,99,4,3,4,0,3,1,2,2,3,2,1
0.0,0,0.0,12.0,0,9,99,4,4,4,0,0,0,0,0,0,0,1
1.0,1,1.0,29.0,0,14,416,4,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,17.0,0,13,541,3,1,1,0,2,0,0,2,2,2,0
1.0,0,1.0,32.0,0,14,424,3,1,1,1,0,2,0,0,0,2,0
1.0,1,0.0,23.0,0,12,159,3,1,1,0,0,0,0,0,0,0,1
1.0,0,2.0,17.0,0,13,504,4,1,1,3,0,0,0,0,0,3,0
1.0,0,2.0,34.0,0,13,505,4,1,1,2,0,1,1,0,0,1,0
1.0,0,0.0,15.0,0,13,542,3,1,1,0,0,3,1,1,0,2,0
1.0,1,0.0,14.0,0,14,426,3,1,2,0,0,0,0,0,0,0,1
1.0,0,0.0,22.0,0,12,160,3,2,2,0,1,2,0,3,1,2,0
1.0,0,0.0,19.0,0,13,543,3,1,1,2,0,2,0,1,0,2,0
1.0,0,1.0,40.0,0,13,544,3,1,1,0,2,1,2,1,2,1,0
0.0,1,2.0,25.0,0,8,21,3,1,2,0,0,0,0,0,0,0,1
0.0,0,2.0,51.0,0,8,21,3,2,2,0,1,0,3,1,1,2,0
1.0,0,0.0,22.0,0,14,427,3,1,1,2,1,0,1,3,1,2,0
2.0,1,2.0,50.0,0,13,545,3,1,1,0,0,0,0,0,0,0,1
1.0,0,2.0,26.0,0,14,428,3,1,1,0,0,0,0,1,0,1,0
2.0,1,0.0,39.0,0,13,508,4,1,1,0,0,0,0,1,0,1,1
2.0,0,0.0,18.0,0,11,78,3,1,1,3,0,1,2,1,0,2,1
1.0,0,0.0,22.0,0,14,419,4,1,1,1,0,2,3,1,0,2,0
1.0,0,0.0,26.0,0,12,181,4,1,1,0,1,0,3,0,1,3,0
1.0,0,0.0,19.0,0,13,510,4,1,1,0,0,0,0,3,0,3,0
1.0,1,1.0,16.0,0,14,420,4,1,1,0,0,0,0,0,0,0,0
1.0,0,0.0,24.0,0,14,430,3,1,1,0,0,1,0,3,0,2,0
1.0,0,1.0,34.0,0,13,511,4,1,1,2,0,1,3,0,0,2,0
0.0,0,0.0,55.0,0,10,95,4,1,5,0,3,3,1,3,3,2,1
0.0,0,0.0,42.0,0,10,95,4,2,5,1,3,0,3,3,3,2,0
0.0,1,0.0,14.0,0,10,95,4,3,5,0,0,0,0,0,0,0,1
0.0,0,2.0,28.0,0,10,95,4,4,5,0,3,0,3,3,3,3,1
0.0,1,2.0,26.0,0,10,95,4,5,5,0,0,0,0,0,0,0,1
0.0,0,2.0,33.0,0,9,80,3,1,1,0,2,3,3,3,2,3,0
1.0,0,0.0,24.0,0,13,547,3,1,1,0,0,0,3,2,0,2,0
1.0,0,0.0,23.0,0,14,421,4,1,1,2,2,0,1,0,2,2,0
2.0,0,0.0,16.0,0,11,79,3,1,1,1,0,3,0,3,0,2,0
1.0,1,0.0,36.0,0,14,431,3,1,1,0,0,0,0,0,0,0,0
0.0,1,2.0,44.0,0,9,100,4,1,1,0,0,0,0,0,0,0,1
1.0,0,0.0,22.0,0,13,513,4,1,1,0,0,3,0,1,0,2,1
1.0,1,0.0,30.0,0,14,422,4,1,1,0,0,0,0,0,0,0,0
1.0,0,0.0,20.0,0,13,514,4,1,1,0,1,1,3,1,1,2,0
1.0,0,0.0,21.0,0,13,549,3,1,1,2,3,3,2,0,3,2,0
2.0,0,0.0,14.0,0,12,182,4,1,1,1,0,0,0,0,0,1,1
1.0,0,0.0,27.0,0,13,550,3,1,1,0,0,1,1,3,0,2,0
1.0,0,0.0,19.0,0,13,515,4,1,2,1,1,0,3,1,1,2,0
1.0,1,0.0,21.0,0,14,423,4,2,2,0,0,0,0,0,0,0,1
2.0,0,2.0,29.0,0,13,551,3,1,1,3,1,3,0,0,1,3,0
1.0,0,2.0,13.0,0,13,552,3,1,1,0,0,0,1,3,0,2,1
2.0,1,1.0,71.0,0,12,183,4,1,1,0,0,0,0,0,0,0,1
2.0,1,0.0,28.0,0,12,184,4,1,2,0,0,0,0,0,0,0,0
2.0,0,2.0,18.0,0,12,184,4,2,2,3,0,2,0,0,0,2,0
1.0,0,2.0,23.0,0,13,516,4,1,2,1,1,1,3,0,1,2,0
1.0,0,2.0,34.0,0,14,424,4,2,2,0,2,0,2,2,2,2,0
1.0,0,0.0,20.0,0,14,432,3,1,1,1,2,0,1,0,2,1,0
1.0,0,2.0,17.0,0,13,554,3,1,1,0,1,0,1,3,1,2,0
1.0,0,1.0,21.0,0,13,555,3,1,1,3,0,2,1,2,0,2,0
0.0,0,0.0,33.0,0,10,97,4,1,1,0,3,3,0,3,3,3,1
0.0,0,2.0,34.0,0,9,81,3,1,1,3,3,3,2,0,3,3,1
0.0,0,0.0,51.0,0,11,90,4,1,1,0,2,0,3,3,2,3,0
1.0,0,0.0,21.0,0,13,517,4,1,1,0,2,0,1,0,2,1,1
1.0,1,0.0,29.0,0,14,426,4,1,1,0,0,0,0,0,0,0,0
1.0,0,0.0,31.0,0,14,434,3,1,1,3,0,0,1,0,0,2,0
0.0,0,0.0,36.0,0,8,32,4,1,1,1,3,0,1,0,3,1,1
0.0,0,0.0,39.0,0,9,83,3,1,1,0,3,0,3,3,3,3,0
1.0,0,0.0,26.0,0,14,435,3,1,1,3,0,0,0,1,0,2,0
1.0,0,0.0,51.0,0,13,556,3,1,1,0,3,0,1,0,3,1,1
1.0,0,0.0,24.0,0,13,557,3,1,1,1,2,0,0,2,2,2,0
1.0,0,2.0,27.0,0,12,185,4,1,1,2,2,2,2,0,2,2,1
1.0,0,0.0,31.0,0,13,558,3,1,1,0,2,1,2,0,2,2,0
1.0,0,0.0,24.0,0,1,551,0,1,1,0,0,1,0,3,0,2,0
0.0,0,0.0,57.0,0,8,22,3,1,4,0,3,0,2,3,3,2,0
